time,X_value,Y_value,Z_value
Started:,Aug. 22 2018,10:12:37:936, 
2.8754,-0.06047,-0.10834,9.91557
2.8788,-0.08440,-0.10355,9.92995
2.8847,-0.11313,-0.08440,9.95389
2.8898,-0.06525,-0.11313,9.95389
2.8919,-0.10834,-0.10355,9.92036
2.8960,-0.08440,-0.10355,9.92036
2.9006,-0.11313,-0.12749,9.99698
2.9047,-0.07961,-0.15143,9.88206
2.9092,-0.09396,-0.08919,9.98741
2.9135,-0.07481,-0.07481,9.93951
2.9180,-0.05089,-0.08440,9.86769
2.9234,-0.10834,-0.11790,9.93474
2.9279,-0.07961,-0.11790,9.89642
2.9311,-0.10355,-0.14185,9.94431
2.9351,-0.12270,-0.11313,9.89163
2.9395,-0.07481,-0.07961,9.95868
2.9441,-0.07481,-0.06046,9.96347
2.9485,-0.08440,-0.05566,9.92036
2.9536,-0.07961,-0.10834,9.97783
2.9580,-0.08440,-0.04608,9.92516
2.9630,-0.11313,-0.10355,10.00177
2.9673,-0.11313,-0.08919,10.01135
2.9715,-0.16101,-0.07961,9.94431
2.9753,-0.10355,-0.07481,9.92036
2.9795,-0.10834,-0.09396,9.91080
2.9833,-0.07961,-0.06523,9.89163
2.9937,-0.07961,-0.08440,9.92036
2.9937,-0.04610,-0.03172,9.96825
3.0007,-0.09396,-0.07961,9.92516
3.0017,-0.06047,-0.08440,9.92036
3.0057,-0.05089,-0.08440,9.86290
3.0104,-0.13707,-0.07002,9.94910
3.0147,-0.06525,-0.13228,9.96825
3.0186,-0.09396,-0.08440,10.01613
3.0232,-0.09396,-0.07961,9.89642
3.0278,-0.16101,-0.09875,9.90601
3.0320,-0.09875,-0.08919,9.92516
3.0362,-0.10834,-0.10834,10.01135
3.0411,-0.06525,-0.05566,9.90601
3.0453,-0.12749,-0.07002,9.97783
3.0504,-0.07961,-0.07961,10.03050
3.0546,-0.08440,-0.07961,9.86290
3.0587,-0.11790,-0.06046,9.89642
3.0637,-0.06525,-0.09875,9.92516
3.0679,-0.10355,-0.11313,9.94431
3.0721,-0.07002,-0.08440,9.90121
3.0762,-0.12270,-0.07961,9.88206
3.0809,-0.15622,-0.12270,9.94431
3.0853,-0.08919,-0.07961,9.97783
3.0903,-0.08440,-0.07481,9.92995
3.0947,-0.12749,-0.06523,9.93474
3.0995,-0.12270,-0.03172,9.87727
3.1195,-0.11790,-0.05566,9.93951
3.1195,-0.07961,-0.07961,9.87727
3.1196,-0.12749,-0.03651,9.93951
3.1196,-0.10355,-0.08440,9.90121
3.1211,-0.08919,-0.10834,9.88686
3.1246,-0.10834,-0.06523,9.93474
3.1287,-0.10834,-0.07481,9.98262
3.1331,-0.07481,-0.06523,9.93951
3.1393,-0.10355,-0.04129,9.90601
3.1417,-0.10834,-0.07481,9.87248
3.1463,-0.15622,-0.05566,9.85812
3.1511,-0.10834,-0.09396,9.87727
3.1553,-0.08919,-0.07481,9.95868
3.1596,-0.07481,-0.09875,9.94910
3.1637,-0.06525,-0.07481,10.05444
3.1688,-0.10355,-0.07481,9.93474
3.1732,-0.08919,-0.05566,9.92516
3.1775,-0.07002,-0.09396,9.93951
3.1825,-0.09875,-0.06046,10.01613
3.1864,-0.03653,-0.07481,9.93474
3.1898,-0.10355,-0.08919,9.88206
3.1941,-0.08919,-0.09875,9.83896
3.1985,-0.14186,-0.09875,9.89642
3.2032,-0.07002,-0.10355,9.90601
3.2075,-0.05568,-0.12270,9.89642
3.2124,-0.08919,-0.14664,9.98262
3.2164,-0.10355,-0.06523,10.01613
3.2213,-0.10355,-0.03651,9.93951
3.2287,-0.07481,-0.04129,9.97783
3.2296,-0.06047,-0.02693,9.91557
3.2433,-0.08919,0.02573,9.86290
3.2433,-0.08440,-0.05087,9.85812
3.2455,-0.10355,-0.08440,9.84375
3.2508,-0.13228,-0.11790,9.82460
3.2516,-0.11313,-0.06523,9.91080
3.2579,-0.10834,-0.06523,9.91080
3.2615,-0.15143,-0.12749,9.98741
3.2648,-0.14664,-0.08919,9.92995
3.2688,-0.08919,-0.12749,9.88206
3.2734,-0.15143,-0.07481,9.96825
3.2825,-0.09396,-0.04129,9.97304
3.2835,-0.09875,-0.05087,9.96825
3.2874,-0.04610,-0.07002,9.96347
3.2912,-0.07961,-0.07961,9.89163
3.2952,-0.07002,-0.07961,9.88206
3.3000,-0.07481,-0.07961,9.92516
3.3047,-0.08440,-0.06046,9.86769
3.3089,-0.11790,-0.12270,9.89642
3.3133,-0.11790,-0.09396,9.92995
3.3183,-0.09396,-0.08919,9.91557
3.3223,-0.13228,-0.09875,9.87248
3.3266,-0.03653,-0.04129,9.90601
3.3311,-0.13707,-0.06046,9.86769
3.3353,-0.07002,-0.03172,9.89163
3.3402,-0.07961,-0.07002,9.91557
3.3443,-0.14664,-0.02214,9.92995
3.3500,-0.09875,-0.07002,9.98741
3.3551,-0.06525,-0.03651,10.01135
3.3577,-0.14664,-0.09396,9.86290
3.3785,-0.09875,-0.13228,9.84375
3.3906,-0.09875,-0.06046,9.90601
3.3906,-0.07481,-0.07961,9.79108
3.3906,-0.17058,-0.09396,9.86769
3.3906,-0.09875,-0.13228,9.85333
3.3906,-0.09396,-0.11790,9.85812
3.3906,-0.13228,-0.09875,9.85333
3.3951,-0.15622,-0.11313,9.93474
3.3965,-0.19452,-0.10355,9.98741
3.4006,-0.08919,-0.10355,9.99698
3.4048,-0.02216,-0.07481,9.94910
3.4114,-0.10355,-0.07002,9.95868
3.4142,-0.08919,-0.06046,9.92516
3.4183,-0.13228,-0.06046,9.86769
3.4227,-0.07961,-0.04608,9.90121
3.4309,-0.11790,-0.05566,9.92995
3.4320,-0.12270,-0.13228,9.93474
3.4362,-0.07002,-0.11790,9.95389
3.4409,-0.07961,-0.10834,9.91080
3.4451,-0.11790,-0.08919,9.88686
3.4495,-0.09396,-0.08440,9.94431
3.4532,-0.08919,-0.03172,9.90601
3.4576,-0.14664,-0.07481,9.89642
3.4618,-0.08919,-0.05566,9.91557
3.4662,-0.07481,-0.04608,9.89163
3.4707,-0.07002,-0.01735,9.89642
3.4750,-0.11313,-0.05566,9.98741
3.4808,-0.12749,-0.09875,9.89642
3.4852,-0.06047,-0.08440,9.98262
3.4903,-0.09875,-0.06046,9.94431
3.5090,-0.14664,-0.10834,9.87248
3.5110,-0.09875,-0.09875,9.85812
3.5110,-0.10355,-0.06046,9.88686
3.5110,-0.14664,-0.08440,9.91080
3.5113,-0.09875,-0.03172,9.95868
3.5170,-0.09396,-0.02214,9.92036
3.5197,-0.09396,-0.09396,9.93951
3.5248,-0.06525,-0.01735,9.87727
3.5293,-0.10355,-0.01257,9.84375
3.5320,-0.08440,-0.06523,9.89163
3.5363,-0.09875,-0.06046,9.86290
3.5408,-0.21848,-0.07961,10.15500
3.5451,-0.13228,-0.12270,9.79108
3.5504,-0.07481,-0.07481,9.82460
3.5548,-0.05568,-0.07961,9.96825
3.5596,-0.03653,-0.06523,9.81024
3.5636,-0.03653,-0.05566,9.84854
3.5685,-0.03653,0.00179,9.87248
3.5723,-0.09396,-0.05566,9.89163
3.5767,-0.11313,-0.04608,9.96825
3.5812,-0.14186,-0.07481,10.00177
3.5855,-0.12270,-0.08919,10.00177
3.5899,-0.07002,-0.08440,9.92516
3.5942,-0.06525,-0.07961,9.90601
3.6007,-0.08440,-0.08919,9.83896
3.6043,-0.05089,-0.11313,9.82460
3.6253,-0.05568,-0.09396,9.82460
3.6253,-0.08440,-0.06046,9.93951
3.6253,-0.12749,-0.05087,9.97783
3.6255,-0.01259,-0.08919,9.99698
3.6278,-0.06525,-0.10355,9.96347
3.6295,-0.07481,-0.09875,9.97304
3.6342,-0.07481,-0.08919,9.97304
3.6419,-0.12270,-0.08919,9.99219
3.6428,-0.09396,-0.05087,9.89163
3.6465,-0.05089,-0.09396,9.92516
3.6506,-0.14664,-0.09875,9.99698
3.6564,-0.09875,-0.05566,9.93951
3.6600,-0.09875,-0.08440,9.87248
3.6642,-0.08919,-0.06523,9.89642
3.6686,-0.09875,-0.12270,9.88206
3.6729,-0.09875,-0.16580,9.87248
3.6781,-0.07481,-0.08919,9.93951
3.6824,-0.11790,-0.07481,9.94431
3.6866,-0.11790,-0.05087,9.92995
3.6910,-0.07002,-0.04129,9.86290
3.6952,-0.10355,-0.07002,9.93951
3.6996,-0.08919,-0.05566,9.89163
3.7040,-0.08919,-0.05087,9.90121
3.7086,-0.06047,-0.09875,9.92516
3.7130,-0.08919,-0.07961,9.88206
3.7180,-0.10355,-0.06046,9.88206
3.7223,-0.13707,-0.11790,10.00656
3.7274,-0.08919,-0.07961,9.98262
3.7357,-0.09396,-0.09396,9.94431
3.7357,-0.08440,-0.09396,9.86290
3.7478,-0.07002,-0.08440,9.87727
3.7479,-0.08919,-0.07481,9.89642
3.7479,-0.07002,-0.05087,9.89642
3.7535,-0.12270,-0.05087,9.94910
3.7564,-0.10834,-0.01735,9.99219
3.7607,-0.13707,-0.09875,10.00656
3.7648,-0.12270,-0.10834,9.93951
3.7708,-0.04610,-0.12749,9.94910
3.7741,-0.09396,-0.05566,9.83418
3.7782,-0.08440,-0.10834,9.90121
3.7824,-0.06047,-0.06046,9.86290
3.7868,-0.11790,-0.11313,9.93474
3.7911,-0.07961,-0.10834,10.00177
3.7955,-0.07961,-0.07002,9.94910
3.8017,-0.08919,-0.08440,9.93474
3.8050,-0.12270,-0.06046,9.91557
3.8094,-0.12270,-0.08440,9.95389
3.8136,-0.13228,-0.08919,9.91557
3.8192,-0.09875,-0.09396,9.90121
3.8226,-0.07002,-0.06523,9.96825
3.8271,-0.11790,-0.07002,9.93951
3.8315,-0.07961,-0.09396,9.92036
3.8356,-0.11790,-0.07481,9.97304
3.8404,-0.09875,-0.10355,9.94910
3.8451,-0.09875,-0.06523,9.86769
3.8514,-0.09875,-0.07961,9.94431
3.8536,-0.10834,-0.09396,9.96347
3.8605,-0.07961,-0.07481,9.95389
3.8616,-0.07961,-0.05566,9.90601
3.8660,-0.10355,-0.12270,9.94910
3.8766,-0.10355,-0.06046,9.93951
3.8766,-0.07002,-0.04608,9.83896
3.8816,-0.09396,-0.07481,9.91557
3.8845,-0.12270,-0.05566,10.01135
3.8888,-0.10355,-0.03651,9.99698
3.8922,-0.12270,-0.10355,10.00177
3.8963,-0.16580,-0.09396,9.89163
3.9012,-0.13228,-0.09396,9.91557
3.9058,-0.10355,-0.13228,9.91557
3.9099,-0.10355,-0.09396,9.81024
3.9143,-0.18495,-0.09875,9.77672
3.9199,0.01614,-0.06046,9.85812
3.9242,-0.02216,-0.03172,9.90121
3.9282,-0.19931,-0.08919,10.04965
3.9325,-0.05089,-0.08919,9.64264
3.9367,-0.18495,0.00179,9.90121
3.9410,0.00179,-0.09875,10.25555
3.9453,-0.14186,-0.12270,10.60510
3.9497,-0.09875,-0.15143,10.02571
3.9544,-0.08440,-0.07481,9.59955
3.9587,-0.11313,-0.09875,10.03529
3.9630,-0.07002,0.02094,9.88686
3.9680,-0.09396,-0.07481,9.85333
3.9724,-0.07481,-0.07961,10.02092
3.9768,-0.06525,-0.08919,9.77193
3.9841,-0.13707,-0.06523,9.81024
3.9855,-0.12749,-0.08440,9.94910
3.9911,-0.10834,-0.08440,9.89163
3.9945,-0.14186,-0.14664,9.87727
3.9979,-0.15143,-0.14185,9.98262
4.0095,-0.12270,-0.04129,9.97783
4.0095,-0.07961,-0.04608,9.88686
4.0111,-0.07481,-0.05566,9.84375
4.0158,-0.08440,-0.01257,9.81024
4.0199,-0.09396,-0.01735,9.90601
4.0254,-0.12749,-0.02214,9.93474
4.0302,-0.10355,-0.05087,9.96825
4.0348,-0.12749,-0.10355,9.91080
4.0368,-0.08440,-0.09875,9.94431
4.0412,-0.09396,-0.07481,9.83896
4.0454,-0.10355,-0.07481,9.81024
4.0499,0.01137,-0.08440,9.81024
4.0543,-0.11313,-0.05087,10.15021
4.0586,-0.10834,-0.04608,10.01613
4.0641,-0.07002,-0.02693,9.88686
4.0687,-0.04131,-0.07481,9.84854
4.0729,-0.15143,-0.05087,9.87248
4.0772,-0.11790,-0.07961,9.98262
4.0815,-0.08440,-0.05566,9.97304
4.0859,0.05446,0.09276,9.92516
4.0902,1.45267,0.77272,9.95868
4.0946,3.19086,1.45267,10.00177
4.1005,3.74153,1.70645,9.79587
4.1037,3.41591,1.83095,9.78151
4.1093,3.50690,1.65378,9.83418
4.1137,3.08073,1.63463,10.06880
4.1200,2.71681,1.56760,9.98741
4.1202,2.47260,1.49577,9.91080
4.1256,2.19966,1.26114,10.28429
4.1443,1.89799,1.10312,9.95868
4.1443,1.40479,0.71046,9.99219
4.1444,0.60991,0.64343,9.90121
4.1444,-0.78828,0.23642,10.41357
4.1494,-2.41635,0.25557,10.22682
4.1522,-3.88159,-0.15622,10.34175
4.1555,-6.31410,-0.42915,9.78151
4.1620,-6.77379,-0.43874,9.85812
4.1648,-6.33325,-0.57759,9.88206
4.1691,-4.21678,-0.78349,10.08797
4.1732,-2.11467,-0.37169,10.09274
4.1773,-1.08517,-0.31424,9.95389
4.1819,0.05446,-0.31424,10.05444
4.1861,0.20290,0.22205,9.93951
4.1911,0.11192,0.35612,9.83418
4.1954,-0.18974,0.76314,9.97783
4.1999,-0.50098,1.29465,10.12148
4.2042,-0.49141,1.66336,9.86769
4.2085,-0.36212,2.07516,9.63785
4.2133,0.01614,2.54443,10.02571
4.2184,0.14543,2.86046,10.17894
4.2219,0.37048,2.93707,10.30823
4.2263,0.73920,2.62582,9.84854
4.2306,0.87328,2.11346,10.20288
4.2351,1.04565,2.05122,9.33139
4.2407,1.00256,1.64900,10.12627
4.2598,0.90678,1.05524,10.00656
4.2598,0.95468,0.79187,9.81502
4.2599,0.73441,0.58118,10.36090
4.2601,0.65300,0.29866,10.47104
4.2609,0.82539,0.23642,10.57639
4.2662,0.59076,0.39444,10.09274
4.2697,0.49977,0.38007,10.11191
4.2755,1.06003,0.60034,10.17415
4.2783,0.82539,0.60034,9.92516
4.2828,0.41359,0.66737,9.90601
4.2871,0.11670,0.85413,9.94910
4.2934,-0.18495,0.78229,9.45111
4.2964,-0.14664,0.95468,9.65701
4.3028,-0.29509,0.54288,9.96825
4.3050,-0.02216,0.90680,10.21725
4.3093,0.06403,0.88763,10.11191
4.3141,0.09276,1.04565,9.93474
4.3191,0.01614,1.21803,9.74799
4.3229,0.11192,1.45267,9.94910
4.3275,0.32739,1.67294,9.99698
4.3318,0.36571,1.92673,9.86769
4.3394,0.69131,2.29063,9.87727
4.3404,0.24599,2.07037,9.90121
4.3456,0.16460,2.20445,9.80545
4.3496,0.30824,2.23318,9.91080
4.3537,0.14064,2.01770,9.90601
4.3586,0.24121,1.93150,10.32738
4.3632,-0.27113,1.72562,9.65701
4.3690,-0.22804,1.62984,10.02092
4.3714,-0.39565,1.34254,10.27470
4.3899,-0.06047,1.49098,10.26993
4.3900,-0.16580,1.70645,9.63785
4.3900,-0.26157,1.63942,9.52773
4.3901,-0.45789,1.61548,9.72884
4.3938,-0.49620,1.44310,9.92036
4.3998,0.22205,1.07918,10.30344
4.4016,0.05446,0.83018,10.22203
4.4063,-0.41479,1.15579,9.96347
4.4106,-0.44832,0.84933,9.77672
4.4144,-0.15143,0.75835,10.18373
4.4190,-0.37648,0.68652,9.94431
4.4240,0.09755,0.51414,10.20767
4.4282,-0.56323,0.79666,10.04008
4.4320,-0.29030,0.46626,9.78629
4.4367,-0.10355,0.68652,10.01135
4.4411,-0.29509,0.53329,9.72404
4.4451,-0.23763,0.89243,10.37526
4.4498,-0.29509,0.93074,10.24597
4.4540,-0.16580,0.76793,10.00177
4.4583,-0.34775,0.83018,9.93474
4.4636,-0.02216,0.66258,9.84375
4.4682,0.10234,0.72961,10.09274
4.4720,-0.21368,0.45668,9.87248
4.4763,0.16460,0.26036,10.20288
4.4806,0.21248,0.26036,10.00177
4.4851,0.01614,-0.05087,9.70490
4.4903,0.05446,0.47105,10.16458
4.4954,0.16937,0.40401,10.05444
4.4991,-0.23763,0.55724,10.00177
4.5032,0.12149,1.20367,9.79587
4.5301,0.43274,1.04086,10.04486
4.5301,0.14543,0.74399,10.17894
4.5301,-0.05089,0.88284,9.62349
4.5302,0.07361,0.68173,9.90601
4.5302,-0.57759,0.83975,10.12627
4.5302,-0.58238,1.17494,9.90121
4.5337,-0.63985,1.11748,9.92516
4.5376,-0.39085,1.05524,9.67616
4.5433,-0.38127,0.69131,9.69052
4.5461,-0.36212,0.57161,9.83896
4.5505,-0.33339,0.98341,10.18373
4.5555,-0.29987,0.92595,9.83418
4.5606,-0.00301,1.03130,10.14542
4.5635,-0.63506,1.01213,9.74799
4.5684,-0.56802,0.53809,10.06403
4.5726,-0.48662,0.97862,9.79108
4.5768,-0.25198,0.96904,9.82939
4.5812,-0.21848,0.40401,9.99219
4.5862,-0.31903,0.58118,9.70010
4.5901,0.19810,0.58597,9.75757
4.5950,0.28909,0.17896,10.41837
4.5994,0.14543,0.51414,9.72884
4.6036,0.70090,0.39922,9.81024
4.6086,1.18930,0.56682,9.87248
4.6128,0.67216,0.61470,9.71925
4.6171,0.45668,1.08875,9.98262
4.6220,0.38007,1.07918,9.86290
4.6263,0.15022,0.71526,9.70010
4.6312,-0.44353,0.59076,9.93474
4.6346,0.30824,0.47583,10.14064
4.6521,-0.30945,0.13586,9.92995
4.6521,-0.02695,-0.18495,9.63306
4.6522,0.03052,0.03531,10.19809
4.6522,0.33698,0.09755,10.04965
4.6592,0.42316,0.26515,9.99698
4.6637,0.52371,0.72005,9.97304
4.6658,0.39922,0.83496,9.85812
4.6697,0.15022,0.63864,9.68095
4.6736,0.30345,0.94510,9.78151
4.6782,0.60033,1.01213,9.88686
4.6820,0.21725,0.91158,10.06403
4.6866,-0.12749,0.79187,9.73363
4.6908,-0.12749,0.48062,10.14064
4.6952,0.03052,0.16937,9.34576
4.6997,0.31783,0.05925,9.92995
4.7042,0.14064,-0.49620,10.32738
4.7085,-0.38606,-0.62549,9.83418
4.7128,-0.33818,-0.38606,10.23640
4.7173,0.31303,0.18375,9.59476
4.7217,0.65779,0.61949,9.83418
4.7261,0.43753,0.50935,9.77193
4.7304,0.56203,0.30824,10.06403
4.7350,0.45189,0.11670,9.77672
4.7393,-0.03653,-0.19452,10.15500
4.7438,0.01137,-0.18974,9.92036
4.7482,0.18854,-0.04608,9.89163
4.7601,0.53809,-0.29507,9.68095
4.7602,0.13586,-0.28551,9.94910
4.7632,0.74399,-0.39565,10.13585
4.7666,0.72005,0.13107,9.84375
4.7707,0.59076,-0.18016,10.23640
4.7745,-0.02216,-0.14664,9.91080
4.7796,0.29387,0.36092,9.98262
4.7831,0.07361,0.22205,10.35611
4.7875,-0.00780,0.11670,10.02571
4.7921,-0.26157,0.07361,9.98262
4.7965,-0.38606,0.02094,9.50378
4.8020,-0.59676,-0.16580,9.99698
4.8083,-0.66379,-0.66379,9.86290
4.8093,-0.72125,-0.36691,9.78629
4.8137,-0.90800,-0.84575,10.17894
4.8190,-0.91757,-0.56802,10.14064
4.8226,-1.46825,-0.79787,9.60434
4.8267,-0.58717,-0.00780,10.16936
4.8312,-0.76434,-0.30466,10.31302
4.8354,-0.33818,-0.28551,9.34097
4.8410,-0.38606,0.17896,10.23161
4.8451,-0.25677,-0.02214,9.86769
4.8495,-0.03174,0.02573,10.28908
4.8546,0.06882,-0.09875,10.62906
4.8588,-0.01736,-0.28072,9.84854
4.8632,-0.02695,-0.79787,9.81502
4.8691,0.22205,-0.63985,10.02571
4.8779,0.42316,-0.62549,9.93474
4.8779,0.30345,-0.57281,10.26035
4.9081,0.44710,-0.89363,10.32738
4.9082,0.18375,-0.80743,9.98262
4.9082,0.18375,-0.46268,9.77193
4.9082,0.10713,-0.44830,9.94910
4.9082,-0.08919,-0.27592,10.21725
4.9082,-0.39085,-0.35254,9.87727
4.9083,-0.04131,-0.19452,10.00656
4.9112,0.12628,-0.07002,10.46625
4.9171,0.20769,-0.19931,10.68651
4.9191,0.09276,-0.73082,9.80066
4.9234,-0.01259,-0.78349,9.82460
4.9311,0.15022,-0.50577,10.24120
4.9334,-0.00301,-0.68294,10.05444
4.9388,-0.02216,-0.31903,10.17894
4.9415,-0.02695,0.14066,10.38963
4.9457,0.26036,0.06404,10.23640
4.9506,0.20769,0.09276,9.89163
4.9550,0.60512,0.17416,10.01613
4.9591,0.34177,0.29866,9.77193
4.9638,-0.27592,0.26036,9.39365
4.9687,-0.36212,0.21248,10.04008
4.9726,-0.43874,-0.11313,9.58517
4.9767,-0.34297,-0.32860,9.43674
4.9811,-0.27592,-0.47704,10.04008
4.9856,0.17416,-0.21846,9.94431
4.9900,0.38007,-0.50098,9.96347
4.9943,0.24121,-0.13707,10.15021
5.0004,0.46147,-0.40042,10.01613
5.0041,-0.17537,-0.09875,9.76234
5.0083,-0.33339,-0.24242,9.37450
5.0361,-0.28072,-0.44830,9.95868
5.0362,-0.46747,-0.60632,10.10712
5.0362,-0.56323,-0.47704,9.79587
5.0362,-0.65900,-0.48183,11.11269
5.0363,-0.39565,-0.60153,9.56602
5.0363,-0.37170,-0.47226,10.12148
5.0386,-0.24242,-0.20889,10.22203
5.0448,0.09276,-0.04608,10.30344
5.0462,0.25557,0.27472,9.64264
5.0510,0.05446,0.78708,9.20689
5.0550,0.03531,1.07918,10.10712
5.0613,-0.05089,1.04086,9.16859
5.0643,-0.27592,0.72005,9.67616
5.0687,-0.33818,0.48541,9.94910
5.0733,-0.48662,0.24599,10.55722
5.0775,-0.45309,-0.50098,11.88840
5.0816,-0.17058,-0.85533,8.81424
5.0862,-0.23283,0.09755,8.83340
5.0910,0.33698,0.68173,9.67616
5.0954,0.22205,0.70090,9.81502
5.0996,1.04565,0.33698,10.30344
5.1041,1.18452,-0.09875,10.04008
5.1083,0.15022,-0.07002,10.05444
5.1128,-0.45789,-0.05566,9.91557
5.1189,-0.07002,0.18375,9.95389
5.1220,0.24599,0.26515,9.70967
5.1285,0.21725,0.52373,9.48941
5.1314,-0.07481,0.98341,9.85812
5.1349,-0.51056,0.60034,10.16936
5.1404,-1.36290,-0.37648,9.15901
5.1504,0.29866,0.58597,9.23083
5.1505,0.01614,0.48541,11.04085
5.1566,-0.32860,0.38486,9.26915
5.1585,0.01614,0.26515,10.16936
5.1606,-0.09875,0.23642,10.92114
5.1662,0.02094,-0.02214,10.23161
5.1696,-0.43394,0.41838,10.18373
5.1750,-0.45309,-0.03172,9.40800
5.1784,-0.52493,0.01137,10.35611
5.1829,-0.32381,-0.08440,9.90121
5.1870,-0.14186,-0.22325,10.10233
5.1912,0.10713,-0.46268,10.04008
5.1955,0.23163,-0.35733,9.94910
5.2014,0.35133,-0.35254,10.72003
5.2056,0.31783,0.13586,9.45111
5.2097,0.22205,0.51414,9.86769
5.2138,-0.07961,0.70567,10.21246
5.2193,-0.36691,1.18452,10.04486
5.2220,-0.61111,1.20847,10.08797
5.2272,-0.75955,1.11270,9.56602
5.2313,-0.40521,0.87807,10.25555
5.2357,-0.60155,1.11748,10.28429
5.2400,-0.46268,1.00735,10.26993
5.2445,-0.15143,0.94510,9.94910
5.2507,-0.10355,0.72484,10.06880
5.2555,0.04488,0.77751,9.94431
5.2790,-0.22804,0.99298,10.28908
5.2791,-0.32860,0.82060,9.93474
5.2791,-0.79308,0.90680,9.48941
5.2791,-0.27592,0.55724,10.26993
5.2809,0.26993,0.10713,9.48941
5.2810,-0.67337,1.09833,8.82861
5.2836,-0.17537,1.17015,11.44308
5.2894,1.27550,-0.32381,11.16536
5.2924,1.34253,-0.87448,9.95389
5.2966,1.30423,-0.85054,9.31703
5.3008,1.41914,-1.36769,10.31302
5.3055,1.43352,-1.48740,9.90121
5.3132,0.72961,-0.99898,9.86290
5.3150,0.16937,0.09276,9.90121
5.3194,-0.17058,0.91158,10.27470
5.3227,0.33218,0.11670,9.81981
5.3271,0.41359,0.04008,9.31224
5.3315,0.02094,0.40880,10.50934
5.3359,-0.32860,0.16937,9.89642
5.3402,-0.93672,-0.00780,10.75356
5.3454,-1.54486,0.30824,9.24521
5.3496,-1.23361,0.21727,10.14064
5.3540,-1.03250,-0.20410,10.03529
5.3585,-0.62549,-0.91757,10.73918
5.3629,-0.99898,-0.55365,9.29309
5.3679,-1.20967,0.04488,11.68729
5.3723,-0.87927,-0.21368,9.20210
5.3771,-0.49141,-0.70688,11.34731
5.3823,-0.07961,-1.23840,8.45990
5.3853,-0.10355,-1.38205,10.59074
5.4034,-0.06525,-1.15221,8.01459
5.4034,0.04488,-0.80266,9.60912
5.4035,0.13107,-0.58238,8.68974
5.4147,0.29387,-0.71167,10.56680
5.4156,0.66258,-1.34853,9.58997
5.4157,0.78229,-1.53049,10.36569
5.4157,0.78229,-1.57837,9.68573
5.4244,0.85890,-1.26234,10.05444
5.4266,0.43274,-1.30544,9.76714
5.4299,0.67216,-1.83215,9.64743
5.4328,0.75356,-2.14340,10.04486
5.4377,0.72484,-2.09073,9.76714
5.4416,-0.16580,-1.37726,10.12627
5.4457,-1.18573,-1.37726,10.03529
5.4503,-1.28629,-0.89363,9.64743
5.4547,-1.28149,-0.66858,9.83418
5.4589,-0.84096,-0.48183,10.26035
5.4633,-0.88884,-0.33818,10.73918
5.4680,-0.51056,-0.79787,10.00177
5.4729,-0.60155,-0.76913,9.41759
5.4774,-1.01334,-0.71167,9.92036
5.4815,-0.73082,-1.30064,10.45667
5.4858,-0.64464,-1.75554,9.13986
5.4903,-0.18495,-1.96623,9.49899
5.4946,-0.09875,-2.02849,10.15500
5.4990,0.09276,-1.65498,9.53250
5.5034,0.46147,-1.55922,9.76234
5.5107,0.74399,-1.74597,10.46146
5.5129,1.03130,-1.48260,9.98262
5.5168,1.59154,-2.32536,9.73363
5.5311,0.99777,-1.89920,9.97783
5.5350,0.99298,-2.03328,9.92995
5.5350,0.72961,-2.02370,10.45667
5.5351,0.42795,-1.60710,10.28908
5.5387,0.72484,-1.79385,10.12627
5.5437,0.38486,-1.13785,9.74799
5.5491,0.25557,-1.23361,9.97783
5.5514,-0.25677,-0.81702,10.05444
5.5577,-0.12270,-1.22403,9.84375
5.5600,0.56682,-1.36769,9.74319
5.5642,0.55244,-1.48740,10.16458
5.5686,0.58118,-1.15700,10.00656
5.5730,1.04086,-1.51613,9.79587
5.5776,0.62906,-1.41078,10.26035
5.5816,0.17896,-1.29585,9.90121
5.5863,0.15501,-1.09474,9.58997
5.5914,-0.05568,-0.79308,10.02571
5.5956,-0.72125,-0.56802,9.29788
5.6001,-0.90321,-0.99898,9.92995
5.6044,-0.37648,-1.50655,10.10233
5.6088,-0.29987,-1.62625,9.87248
5.6131,0.27951,-1.96623,10.38963
5.6178,0.54288,-1.85609,10.04965
5.6220,0.53329,-1.45387,10.11191
5.6263,0.15022,-1.42514,9.75278
5.6313,-0.10834,-1.70287,9.79108
5.6366,0.18375,-2.12425,9.65222
5.6399,0.40401,-2.28706,9.98262
5.6442,0.44710,-2.34930,9.69531
5.6583,0.52850,-2.72281,9.79587
5.6584,0.47583,-2.54562,9.97783
5.6584,0.42316,-2.33495,10.00177
5.6620,0.72961,-2.49774,9.82939
5.6658,0.15501,-2.13383,10.01135
5.6698,0.57161,-2.21045,10.01135
5.6743,-0.09396,-1.73160,9.77672
5.6784,0.30824,-1.72203,9.81502
5.6829,0.15501,-1.63104,10.20767
5.6871,0.68652,-1.97102,10.20288
5.6916,0.52850,-2.04764,9.88686
5.6958,0.54288,-1.74597,9.79108
5.7002,0.79666,-2.06679,9.90601
5.7045,1.17973,-2.11467,9.86290
5.7089,1.36649,-2.15778,9.83418
5.7143,1.62984,-2.10989,10.03529
5.7187,1.42873,-2.18651,9.81981
5.7229,1.75433,-2.39719,9.92995
5.7275,1.35211,-2.36845,9.84375
5.7317,1.44788,-2.44507,9.90121
5.7360,1.29944,-2.23439,9.89642
