time,X_value,Y_value,Z_value
Started:,Aug. 22 2018,10:12:37:936, 
2.8059,-0.00414,-0.00038,0.00150
2.8089,0.00012,-0.00464,0.00255
2.8125,-0.00839,-0.00145,-0.01022
2.8168,-0.00095,0.00815,0.00150
2.8227,-0.00307,0.00494,-0.00278
2.8258,0.00864,0.00388,-0.00064
2.8306,0.00119,-0.00464,-0.00171
2.8349,0.00226,0.00708,-0.00383
2.8416,0.00012,-0.00038,0.00999
2.8441,-0.00095,0.00388,-0.00490
2.8497,-0.00520,-0.00571,-0.00703
2.8519,0.00543,0.00388,-0.00171
2.8660,-0.00732,-0.00250,-0.00383
2.8661,-0.00307,-0.00357,-0.00171
2.8683,-0.00520,0.00175,0.00255
2.8714,-0.00095,0.00069,0.00043
2.8754,-0.00627,-0.00145,0.00360
2.8788,-0.00307,-0.00145,0.00150
2.8848,0.00012,0.00175,0.00467
2.8899,-0.00627,-0.00250,0.00681
2.8919,0.00543,-0.00571,-0.00171
2.8960,0.00119,0.00494,-0.00490
2.9006,-0.00307,-0.00250,-0.00916
2.9048,0.00438,0.00388,-0.00064
2.9092,0.00226,0.00601,0.00360
2.9144,0.00226,0.00920,-0.00597
2.9180,-0.00732,0.00282,-0.00064
2.9235,-0.00200,-0.00145,0.00255
2.9290,0.01076,-0.00250,0.00150
2.9311,0.00226,-0.00890,-0.00703
2.9356,0.00226,-0.00250,0.00255
2.9396,0.00226,0.00708,-0.00171
2.9441,0.00226,-0.00890,-0.00064
2.9485,-0.00307,-0.00250,-0.00278
2.9536,0.00226,0.00388,-0.00597
2.9591,-0.00200,-0.00038,0.00681
2.9630,0.00226,0.00069,-0.00278
2.9712,-0.00200,-0.00145,-0.00064
2.9715,0.00438,0.00388,-0.00064
2.9753,0.00438,-0.00250,-0.00064
2.9802,0.01076,-0.00145,-0.00810
2.9833,-0.00414,0.00920,-0.00278
2.9937,0.00438,-0.00250,0.00574
2.9937,-0.00307,0.00282,-0.00064
3.0007,-0.00200,-0.00784,-0.00597
3.0024,0.00333,-0.00038,0.00150
3.0057,0.00757,0.00175,-0.00810
3.0104,0.00226,-0.00038,0.01106
3.0147,0.00119,0.00388,0.00574
3.0186,0.00012,-0.00464,0.00255
3.0236,-0.00520,0.00282,0.00255
3.0278,0.00333,0.00282,-0.00703
3.0320,0.00012,-0.00357,-0.00278
3.0362,0.00333,-0.00357,0.00043
3.0417,0.00864,-0.00145,0.00150
3.0465,0.00650,-0.00038,-0.00278
3.0504,-0.00307,-0.00145,-0.00171
3.0547,-0.00520,0.00069,-0.00171
3.0610,0.00012,0.01027,0.00255
3.0638,-0.00200,0.00069,-0.00171
3.0690,-0.00946,-0.00250,-0.00383
3.0721,-0.00414,0.00388,-0.00597
3.0763,0.00438,0.00069,0.00787
3.0810,-0.00200,-0.00571,-0.00171
3.0853,0.00012,-0.00357,-0.00383
3.0903,0.00012,-0.00357,-0.00278
3.0994,-0.00414,0.00069,0.00787
3.0995,0.00438,0.00920,0.00255
3.1195,-0.00414,-0.00145,0.00574
3.1196,-0.00200,0.00069,-0.00278
3.1196,0.00970,-0.00038,0.00255
3.1196,0.00012,-0.00250,0.00255
3.1212,-0.00200,-0.00250,0.00467
3.1246,-0.00095,0.00494,-0.00171
3.1287,0.00226,0.00920,0.00150
3.1342,0.00757,0.00175,-0.00064
3.1394,-0.00307,-0.00145,0.00150
3.1418,0.00012,-0.00571,0.00467
3.1463,0.00012,-0.00145,0.00043
3.1511,-0.00414,-0.00145,-0.00490
3.1562,-0.00200,0.00601,0.00150
3.1596,0.00119,0.00175,0.00681
3.1637,-0.00200,0.00388,0.00255
3.1689,0.00012,0.00069,0.00255
3.1733,-0.00200,0.00282,0.00150
3.1807,0.00543,0.00282,-0.01236
3.1825,-0.00414,0.00175,-0.00383
3.1864,-0.00095,-0.00038,-0.00278
3.1898,0.00119,-0.00357,0.00681
3.1941,-0.00200,-0.01103,0.00467
3.1993,0.00226,-0.00571,-0.00064
3.2032,-0.00839,-0.00038,0.00574
3.2075,-0.00414,-0.00571,0.00787
3.2124,0.00438,0.00175,-0.00064
3.2164,-0.00520,-0.00357,0.00787
3.2286,-0.00520,0.00069,0.00681
3.2287,-0.00307,-0.00571,0.00043
3.2296,0.00119,-0.00677,-0.00171
3.2433,0.00650,0.00069,-0.00064
3.2434,0.00012,-0.01210,0.00150
3.2455,-0.00200,-0.00357,0.00150
3.2509,0.00119,-0.00250,0.00787
3.2516,-0.00307,0.00175,0.00574
3.2587,-0.00095,-0.00677,0.00043
3.2615,0.00757,-0.00250,0.00574
3.2655,-0.00200,-0.00571,0.00043
3.2689,0.00333,0.00815,-0.00597
3.2734,-0.00095,-0.00038,-0.00383
3.2826,0.00012,-0.00145,0.00150
3.2836,0.00119,0.01454,-0.00703
3.2874,0.00757,0.00069,0.00787
3.2912,0.00226,-0.00038,0.00360
3.2966,0.00333,0.00282,0.00255
3.3000,0.00333,0.00069,0.00467
3.3048,-0.00095,-0.00357,-0.00383
3.3095,0.00333,-0.00250,0.00255
3.3133,-0.00095,-0.00038,-0.00064
3.3183,0.00650,-0.00464,-0.00490
3.3223,0.00012,-0.00250,0.00681
3.3266,-0.00095,-0.00677,0.00043
3.3322,0.00226,0.00282,0.00150
3.3354,0.00119,0.00282,-0.00278
3.3402,0.00226,0.00708,-0.00703
3.3443,0.00119,-0.00145,0.00360
3.3551,0.00438,-0.01103,-0.00171
3.3558,0.00226,-0.01103,0.00150
3.3578,0.00119,0.00069,0.00255
3.3905,-0.00095,-0.00250,0.00043
3.3906,0.00119,0.00175,0.00360
3.3906,-0.00627,-0.00357,0.00150
3.3906,0.00543,-0.00145,-0.00383
3.3906,-0.00095,0.01134,0.01106
3.3906,-0.00520,0.00175,0.00893
3.3906,0.00012,-0.00464,0.00574
3.3951,-0.00627,0.00282,-0.01343
3.3965,0.00119,-0.00464,-0.00064
3.4006,0.00119,-0.00357,-0.00278
3.4048,0.00543,0.00920,0.00255
3.4114,0.00970,-0.00250,-0.00278
3.4142,0.00226,0.00069,-0.00383
3.4197,0.00012,0.00601,-0.00490
3.4227,-0.00200,-0.00677,-0.00171
3.4310,-0.00627,0.00069,-0.00383
3.4320,0.00226,0.00282,0.00360
3.4362,0.00119,-0.00571,0.00043
3.4419,0.00226,-0.00250,0.00043
3.4451,0.00119,-0.00145,-0.00916
3.4495,-0.00414,-0.00250,0.00467
3.4532,0.00650,0.00175,-0.00278
3.4576,0.00438,-0.00571,0.00681
3.4623,0.00119,-0.00677,-0.00383
3.4662,-0.00627,-0.00996,-0.00490
3.4707,0.00226,0.00282,0.00360
3.4750,0.00012,0.00175,-0.00064
3.4809,0.00119,0.00388,0.00360
3.4860,0.00438,0.00069,-0.00383
3.4903,0.00333,0.00175,-0.00597
3.5091,-0.00200,-0.00357,0.00360
3.5110,-0.00200,0.00069,-0.01022
3.5110,-0.00307,0.00920,-0.00383
3.5110,0.00543,0.01347,0.00255
3.5113,-0.00520,-0.00784,0.00574
3.5171,0.00226,0.00175,-0.00383
3.5197,0.00438,0.00601,0.00574
3.5248,0.00650,-0.00038,-0.00383
3.5301,-0.00627,0.00069,-0.00490
3.5334,0.00226,0.00388,0.00043
3.5363,-0.00307,-0.00145,0.00150
3.5408,0.00757,-0.00996,0.00043
3.5451,0.00650,0.01987,-0.00597
3.5510,0.00226,0.01666,-0.00171
3.5549,0.01183,-0.00145,-0.00383
3.5596,0.00012,0.00388,-0.00916
3.5637,-0.00732,0.00601,-0.00278
3.5686,0.00333,0.00601,-0.00278
3.5733,0.00333,0.00601,-0.00171
3.5767,0.00226,0.00388,0.00467
3.5813,0.00012,-0.00250,0.00360
3.5855,0.00864,-0.00357,-0.00171
3.5899,0.00333,-0.00250,-0.00278
3.5953,-0.00200,-0.00464,0.00150
3.6028,-0.00414,-0.00145,0.00999
3.6046,-0.00200,-0.00145,-0.00278
3.6253,0.00226,-0.00038,0.00467
3.6253,0.00543,-0.00038,0.00150
3.6255,-0.00520,0.00282,0.00787
3.6255,0.00012,-0.00250,-0.00703
3.6278,0.00438,0.00282,-0.00064
3.6295,0.00333,-0.00464,-0.00597
3.6343,0.00226,0.00175,-0.00171
3.6428,0.00543,0.01027,0.00360
3.6428,-0.00200,-0.00038,0.00043
3.6465,-0.00095,0.00069,0.00467
3.6506,-0.00520,-0.00996,0.00574
3.6564,-0.00095,-0.00571,0.00360
3.6605,0.00012,-0.00571,0.00150
3.6642,0.00543,-0.00464,0.00150
3.6686,-0.00200,-0.00250,0.00150
3.6729,-0.00200,0.00175,0.00574
3.6781,-0.00307,-0.00145,0.00787
3.6824,-0.00414,0.00388,-0.00064
3.6866,0.00543,-0.00571,0.00467
3.6910,0.00119,0.00175,-0.00064
3.6952,0.00333,-0.01317,0.00999
3.6996,0.00757,-0.00038,-0.00383
3.7049,-0.00946,0.00494,0.00360
3.7086,0.00226,0.00388,-0.00490
3.7130,-0.00095,-0.00571,0.00574
3.7180,0.00864,-0.00250,0.00999
3.7224,0.00012,-0.00677,-0.00064
3.7337,-0.00095,-0.00464,-0.00064
3.7357,-0.00520,0.00282,0.00043
3.7357,0.00119,-0.00145,0.00255
3.7479,0.00438,0.00282,0.00681
3.7479,0.00012,0.00069,0.00150
3.7491,0.00438,-0.00038,0.00043
3.7536,0.00438,0.00494,0.00255
3.7564,-0.00095,-0.00145,-0.00064
3.7608,0.00543,0.00282,0.00150
3.7648,0.00119,0.00815,0.00150
3.7737,-0.00414,-0.00145,0.00255
3.7741,0.00438,0.00388,-0.00278
3.7782,-0.00200,-0.00464,0.00574
3.7824,0.00226,0.00282,-0.00490
3.7868,0.00333,-0.00571,0.00467
3.7916,-0.00414,0.00175,0.00999
3.7955,0.00438,0.00175,-0.00810
3.8028,0.00012,-0.00677,-0.00597
3.8051,-0.00414,0.00388,0.00255
3.8094,-0.00307,-0.00464,-0.00490
3.8146,0.00119,0.00494,0.00893
3.8192,0.00119,0.00494,-0.00278
3.8226,-0.00520,-0.00464,0.00360
3.8271,0.00543,-0.00996,0.00467
3.8315,-0.00414,-0.00357,0.00043
3.8366,0.00226,0.01134,0.00787
3.8404,0.00650,0.00494,0.00360
3.8452,0.00226,-0.00145,0.00043
3.8515,-0.00307,-0.00357,0.01106
3.8604,0.00333,0.00388,0.00255
3.8605,0.00012,0.00175,-0.00171
3.8616,0.00438,0.00388,0.00255
3.8660,-0.00520,0.00494,0.00360
3.8766,0.00012,-0.00357,-0.00383
3.8766,-0.00095,0.00175,-0.00171
3.8817,0.00438,-0.00784,-0.00064
3.8846,-0.00095,0.00175,0.00255
3.8888,0.00119,-0.00038,0.00681
3.8922,0.00438,-0.00038,-0.00064
3.8964,-0.00095,-0.00250,0.00150
3.9029,0.00119,-0.00677,-0.00703
3.9059,-0.00095,-0.00571,0.00150
3.9100,0.01183,0.00282,0.00043
3.9143,0.00119,0.00388,-0.00171
3.9200,-0.00307,-0.00677,-0.00171
3.9242,-0.01160,-0.01317,-0.00064
3.9282,-0.01266,-0.01422,-0.00171
3.9326,-0.00520,-0.01849,0.00360
3.9367,-0.01053,-0.00890,0.00681
3.9411,-0.00307,0.00920,-0.00278
3.9463,-0.00307,0.00601,0.00150
3.9498,0.00012,-0.00677,-0.00278
3.9545,0.00226,0.00388,0.00360
3.9588,-0.00307,-0.00677,0.00360
3.9631,0.00650,0.00388,-0.00703
3.9688,-0.00946,-0.00996,-0.00064
3.9724,-0.00095,-0.00038,0.00893
3.9794,-0.00414,0.00708,0.00255
3.9841,0.00226,-0.00145,-0.00064
3.9855,0.00543,0.00708,0.00467
3.9911,0.00864,0.00175,-0.00278
3.9945,-0.00095,-0.00038,-0.00490
3.9980,0.00438,-0.00357,0.00150
4.0095,0.00438,-0.00250,-0.00490
4.0095,-0.00414,-0.00357,0.00043
4.0120,0.00119,0.00175,-0.00810
4.0159,0.00226,0.00069,-0.00383
4.0200,-0.00095,0.01027,0.00150
4.0254,0.00438,-0.00357,0.00150
4.0303,0.01396,0.01027,-0.00810
4.0349,-0.00200,0.00920,0.00150
4.0369,0.00864,-0.00677,-0.00278
4.0412,-0.00095,-0.00357,0.00360
4.0454,0.00970,0.01134,-0.00064
4.0499,-0.00946,-0.00038,-0.00278
4.0547,-0.01053,0.00175,-0.00383
4.0586,-0.00732,-0.00145,0.00150
4.0642,0.01076,-0.00677,0.00255
4.0687,0.00226,0.00494,-0.00383
4.0729,-0.00307,0.00388,0.00681
4.0790,-0.00095,-0.00357,0.01106
4.0815,0.00119,-0.00038,0.00150
4.0860,-0.00095,0.00388,0.00574
4.0902,0.00226,-0.00038,-0.01982
4.0946,0.00226,0.00175,-0.10397
4.1012,0.00226,0.00494,-0.17641
4.1038,-0.00627,0.00282,-0.25951
4.1119,0.00438,0.00388,-0.33301
4.1137,0.00119,0.01773,-0.41290
4.1200,0.00226,0.01454,-0.46083
4.1208,-0.00414,0.01454,-0.51729
4.1256,-0.00095,0.01241,-0.56630
4.1443,0.01183,0.01241,-0.61211
4.1444,0.00012,0.01666,-0.65259
4.1444,-0.01160,0.00708,-0.66750
4.1444,-0.00095,-0.00464,-0.63980
4.1495,-0.00520,-0.00464,-0.58974
4.1523,-0.01266,-0.01210,-0.48853
4.1556,-0.00200,0.00069,-0.34898
4.1620,-0.00627,-0.00145,-0.18066
4.1656,0.00119,0.00069,-0.03047
4.1692,-0.00095,0.00282,0.06433
4.1732,-0.00732,-0.00357,0.12186
4.1774,0.00438,0.00175,0.14848
4.1819,-0.00200,-0.01422,0.15594
4.1866,0.00012,0.00815,0.15700
4.1912,0.00119,-0.00677,0.18683
4.1955,0.00012,-0.00677,0.22517
4.1999,0.00543,-0.01743,0.27419
4.2043,0.00119,-0.02167,0.33064
4.2093,0.00543,-0.01210,0.37431
4.2134,0.00543,-0.01317,0.41161
4.2184,0.00864,-0.01743,0.45421
4.2219,-0.00095,-0.01955,0.48085
4.2263,0.00226,-0.01743,0.49362
4.2316,-0.00200,-0.01743,0.47658
4.2380,-0.00200,-0.01743,0.45209
4.2407,0.00757,-0.00890,0.41373
4.2598,0.00333,-0.01317,0.38071
4.2598,0.00543,-0.00464,0.33490
4.2599,0.00650,-0.01743,0.30934
4.2601,0.00012,-0.00571,0.26353
4.2620,0.00438,-0.00890,0.22092
4.2663,0.00333,-0.01317,0.18044
4.2697,0.00438,-0.00250,0.14635
4.2761,0.00226,0.00815,0.08670
4.2783,0.00864,0.00069,0.04622
4.2828,0.01076,0.00601,0.01746
4.2872,0.00757,0.00708,-0.00278
4.2935,0.00543,-0.00250,0.00681
4.2964,-0.01160,0.00920,-0.00064
4.3028,0.00543,0.00708,0.01532
4.3050,0.00333,0.00601,0.03130
4.3094,-0.00200,0.01559,0.03024
4.3142,0.00757,-0.00145,0.03557
4.3196,-0.01053,0.00069,0.02704
4.3229,0.00757,0.00069,0.03236
4.3275,-0.00095,-0.00677,0.00467
4.3318,-0.00095,-0.00145,-0.02087
4.3394,0.01076,-0.00890,-0.05923
4.3404,0.00757,0.00175,-0.08267
4.3457,0.00119,0.01134,-0.10930
4.3496,-0.00200,0.01134,-0.13486
4.3537,0.00333,0.00708,-0.14445
4.3586,0.00012,0.01454,-0.15617
4.3690,0.00757,0.01347,-0.15617
4.3691,0.00438,0.01241,-0.12848
4.3714,0.01503,0.00282,-0.09972
4.3900,0.00543,-0.00038,-0.08479
4.3900,0.00438,0.00494,-0.06563
4.3901,-0.00946,0.00601,-0.04538
4.3901,0.01076,0.00601,-0.01236
4.3938,0.00757,0.00601,0.00787
4.3999,0.00543,0.00388,0.01213
4.4016,0.00543,0.00069,-0.02408
4.4074,0.00970,0.00388,-0.01768
4.4106,0.01183,-0.01317,0.00787
4.4145,0.00226,0.00175,-0.00064
4.4190,0.00970,-0.01849,-0.01555
4.4240,0.01289,-0.00250,-0.03792
4.4282,0.00650,0.00388,-0.01662
4.4320,0.00757,-0.00464,-0.01768
4.4368,0.00757,-0.00784,-0.01662
4.4411,0.00438,0.00601,-0.01768
4.4452,0.00543,0.00601,-0.00597
4.4504,0.00650,0.00069,-0.00383
4.4540,0.00757,-0.00784,0.00043
4.4584,0.00650,-0.00250,0.00150
4.4636,0.00650,0.00388,0.00681
4.4683,0.00650,-0.00145,-0.01768
4.4730,0.00970,0.01347,-0.03687
4.4764,0.00333,0.00494,-0.06349
4.4818,0.01076,-0.00145,-0.10609
4.4852,-0.00627,-0.00145,-0.11249
4.4929,0.00864,0.00282,-0.14871
4.4955,-0.00414,0.00282,-0.17961
4.4992,0.00333,0.00388,-0.18066
4.5032,0.00119,0.00388,-0.18066
4.5301,-0.00200,0.00282,-0.21370
4.5301,0.01076,0.00815,-0.23926
4.5302,0.00119,0.02199,-0.25844
4.5302,0.00438,0.00815,-0.26909
4.5302,0.01396,0.01134,-0.24779
4.5302,0.00012,0.01134,-0.23286
4.5337,0.00333,0.00069,-0.19131
4.5425,0.01076,0.00708,-0.17001
4.5433,0.00012,0.01134,-0.14658
4.5462,0.00757,0.00920,-0.13486
4.5505,0.01289,0.01773,-0.13806
4.5555,-0.00095,0.00282,-0.12741
4.5611,0.01822,-0.00784,-0.14232
4.5636,0.01503,0.01454,-0.13699
4.5684,0.01289,0.00601,-0.11569
4.5726,0.00970,0.00069,-0.10609
4.5770,0.00864,0.00388,-0.11249
4.5827,0.00970,-0.00145,-0.11462
4.5862,0.00864,0.00708,-0.12634
4.5901,0.00650,0.00708,-0.14339
4.5950,0.00543,-0.00038,-0.18599
4.5994,-0.00627,0.00815,-0.20091
4.6046,-0.00946,0.01454,-0.25098
4.6086,-0.00200,0.00708,-0.32661
4.6128,0.00650,0.00815,-0.38094
4.6192,0.01076,0.00175,-0.43739
4.6220,0.01183,0.01241,-0.46722
4.6263,0.01608,0.02306,-0.48853
4.6313,0.00012,0.01347,-0.46936
4.6346,0.00650,0.00282,-0.49919
4.6521,0.01076,0.00601,-0.49066
4.6522,0.01183,0.00920,-0.48534
4.6522,0.00970,-0.00890,-0.46936
4.6523,0.01396,0.00815,-0.48427
4.6593,0.00650,0.01241,-0.49706
4.6638,0.00970,0.03264,-0.51942
4.6658,0.01289,0.02092,-0.53433
4.6705,0.00757,0.01241,-0.52368
4.6736,0.00864,0.00494,-0.53221
4.6782,0.01396,0.00282,-0.54819
4.6820,0.00333,0.00920,-0.55138
4.6866,0.01076,0.00175,-0.54819
4.6915,0.00650,0.01347,-0.53221
4.6952,0.00438,0.01666,-0.52261
4.6998,0.01396,0.01027,-0.51517
4.7042,0.02461,0.01454,-0.51303
4.7085,0.02568,0.01559,-0.49066
4.7134,0.00864,0.01241,-0.45976
4.7182,0.00970,0.00282,-0.46083
4.7218,0.00650,0.00920,-0.49280
4.7262,0.00864,0.02625,-0.51729
4.7304,0.01715,0.02838,-0.55244
4.7357,0.01822,0.03264,-0.58121
4.7393,0.00864,0.03264,-0.58228
4.7460,0.01183,0.00815,-0.55884
4.7482,0.01608,0.00815,-0.57375
4.7602,0.01715,0.01347,-0.58974
4.7602,0.00757,0.00708,-0.59506
4.7633,0.00757,-0.00145,-0.61423
4.7667,0.00864,0.02519,-0.64938
4.7707,0.01076,0.00815,-0.68880
4.7751,0.01183,0.00815,-0.69412
4.7796,0.00864,0.01241,-0.70798
4.7839,0.00333,0.01773,-0.73141
4.7875,0.00970,0.01559,-0.73993
4.7922,0.01822,0.00282,-0.73886
4.7965,0.01503,0.01880,-0.73141
4.8029,0.01503,-0.00038,-0.72716
4.8093,0.01503,0.01666,-0.71863
4.8093,0.00543,0.00920,-0.68561
4.8138,0.01503,0.00920,-0.64299
4.8190,0.00970,0.00920,-0.59718
4.8232,0.01396,0.01347,-0.53008
4.8267,0.01396,0.00282,-0.49706
4.8312,0.01503,0.02519,-0.47043
4.8354,0.01289,0.03052,-0.45764
4.8410,0.02036,0.01454,-0.44272
4.8460,0.01608,0.00601,-0.44485
4.8495,0.02036,0.01241,-0.48213
4.8546,0.02036,0.00920,-0.50664
4.8588,0.00543,0.01134,-0.53754
4.8632,0.00757,0.01987,-0.56737
4.8778,0.01076,0.00815,-0.60890
4.8779,0.01503,0.02199,-0.66536
4.8779,0.00970,0.01880,-0.70691
4.9081,0.00970,0.00282,-0.74420
4.9082,0.01396,0.00708,-0.76976
4.9082,0.01076,0.01454,-0.78467
4.9082,0.00650,0.01666,-0.81024
4.9082,0.00864,0.01987,-0.78787
4.9083,0.01822,0.01773,-0.76869
4.9083,-0.00095,0.01880,-0.74525
4.9112,0.01929,0.00601,-0.72502
4.9171,0.01396,0.00920,-0.70477
4.9191,0.00970,0.00815,-0.66856
4.9234,0.00757,0.02412,-0.63873
4.9311,0.01715,0.00708,-0.61636
4.9334,0.00864,0.01454,-0.59825
4.9389,0.02142,0.01559,-0.60678
4.9415,0.02248,-0.00038,-0.61317
4.9457,0.02248,0.02731,-0.64938
4.9506,0.00757,0.01134,-0.70052
4.9578,0.00970,0.00601,-0.77615
4.9591,0.01503,0.02199,-0.83047
4.9638,-0.00095,0.03371,-0.86777
4.9688,0.01396,0.01880,-0.87523
4.9726,0.01396,0.00601,-0.87096
4.9780,0.00757,0.02092,-0.86031
4.9812,0.02142,-0.00145,-0.84966
4.9856,0.03207,-0.01636,-0.87735
4.9900,0.02780,-0.02060,-0.87735
4.9968,0.01503,-0.00038,-0.88374
5.0005,0.00970,-0.02380,-0.87842
5.0052,0.02354,-0.03339,-0.84007
5.0083,0.03101,-0.00996,-0.78467
5.0362,0.03526,-0.00890,-0.72076
5.0362,0.02675,-0.01422,-0.65259
5.0362,0.02461,-0.01636,-0.58867
5.0363,0.06084,-0.09517,-0.50452
5.0363,0.05017,-0.07919,-0.45657
5.0363,0.04591,-0.08238,-0.41290
5.0387,0.05763,-0.09091,-0.40012
5.0449,0.04379,-0.05469,-0.42462
5.0462,0.03101,0.00175,-0.45444
5.0510,0.00438,0.04756,-0.50131
5.0550,0.01289,0.03159,-0.55138
5.0614,-0.01053,0.05608,-0.59399
5.0650,-0.01692,0.06033,-0.65471
5.0687,-0.00732,0.03691,-0.67708
5.0733,0.01076,0.01987,-0.69945
5.0776,0.07468,-0.09624,-0.68880
5.0816,0.03633,0.00601,-0.69307
5.0873,0.00012,0.06140,-0.67815
5.0910,-0.00732,0.02092,-0.68773
5.0954,-0.01160,0.02731,-0.68773
5.0997,-0.02225,0.00388,-0.71330
5.1041,-0.00732,-0.02806,-0.75485
5.1093,-0.00414,-0.01103,-0.72821
5.1128,0.00012,-0.00145,-0.66431
5.1190,0.00333,0.00920,-0.61317
5.1251,-0.00732,0.01773,-0.57162
5.1286,-0.01372,0.01773,-0.56630
5.1315,-0.01266,0.03264,-0.54179
5.1350,-0.02437,0.00282,-0.48320
5.1404,-0.05101,0.03903,-0.37987
5.1505,0.00226,0.03159,-0.38414
5.1505,0.00119,0.05821,-0.39372
5.1585,-0.03822,0.07738,-0.36815
5.1586,-0.02650,0.08377,-0.37668
5.1607,-0.00732,0.07312,-0.39691
5.1662,0.00438,0.03691,-0.41716
5.1696,0.00012,0.09337,-0.43527
5.1750,0.00438,0.05396,-0.44167
5.1784,0.01076,0.03371,-0.44911
5.1829,-0.00520,0.04117,-0.46297
5.1870,0.00970,0.00815,-0.48320
5.1924,0.00970,0.02092,-0.49919
5.1959,0.01076,0.00708,-0.51196
5.2014,0.03526,-0.03339,-0.53540
5.2057,0.00543,0.02412,-0.54819
5.2097,-0.00627,0.02945,-0.54712
5.2138,0.00650,0.04436,-0.52794
5.2203,0.01183,0.03371,-0.48213
5.2221,0.01183,0.02945,-0.42674
5.2273,0.00650,0.02625,-0.36496
5.2314,0.00970,-0.00038,-0.31169
5.2357,0.01929,-0.00996,-0.26483
5.2410,0.01608,-0.03978,-0.22008
5.2445,0.01929,-0.04724,-0.19026
5.2532,0.01715,-0.03445,-0.17001
5.2555,0.01289,-0.01636,-0.15511
5.2791,0.01396,-0.02380,-0.14125
5.2791,0.01608,-0.01317,-0.11356
5.2791,0.00757,0.03052,-0.07840
5.2791,0.01396,0.00708,-0.06136
5.2810,-0.00414,0.04224,-0.07628
5.2810,0.00012,0.15727,-0.06349
5.2837,-0.01266,0.06779,-0.05177
5.2894,0.05338,-0.06108,-0.14125
5.2924,0.02461,-0.01210,-0.22647
5.2966,-0.03076,0.02945,-0.29253
5.3008,0.00333,-0.00996,-0.37454
5.3062,0.00226,-0.00464,-0.43207
5.3132,0.01289,0.00494,-0.45444
5.3151,0.02461,0.01559,-0.42035
5.3198,0.00438,0.01880,-0.36603
5.3228,0.02142,-0.00784,-0.33087
5.3279,0.02354,-0.02060,-0.29146
5.3315,0.02248,-0.03764,-0.25098
5.3359,0.01289,-0.01422,-0.19771
5.3402,0.03740,-0.02806,-0.11888
5.3454,0.00226,0.00601,-0.02727
5.3505,0.00226,0.04436,0.05580
5.3540,0.00864,-0.01636,0.11758
5.3586,0.01822,-0.03232,0.14423
5.3629,-0.01160,0.00920,0.16872
5.3681,0.01715,-0.01103,0.21027
5.3732,0.02354,-0.02487,0.21452
5.3807,0.01608,-0.01210,0.21880
5.3823,0.01396,-0.00357,0.18683
5.3854,0.01183,-0.01422,0.14528
5.4034,0.00226,0.00069,0.10587
5.4035,0.00333,-0.01103,0.07924
5.4035,-0.00200,-0.00996,0.05048
5.4147,0.01822,-0.02060,0.02917
5.4157,0.01076,-0.00784,0.00255
5.4157,0.00650,-0.01955,-0.01450
5.4164,0.00119,-0.01955,-0.03792
5.4265,0.00012,-0.02380,-0.06563
5.4266,0.00226,-0.02274,-0.08479
5.4303,-0.01479,-0.02274,-0.10930
5.4328,-0.01372,-0.01317,-0.12102
5.4384,-0.00732,-0.02380,-0.15085
5.4417,0.00543,-0.02380,-0.15936
5.4457,0.00012,-0.00250,-0.14552
5.4503,0.00226,0.01347,-0.11781
5.4547,0.00119,0.00815,-0.11462
5.4594,0.00438,0.00175,-0.12209
5.4633,-0.00095,-0.00784,-0.11143
5.4680,0.01076,0.00815,-0.11249
5.4729,0.00543,0.00601,-0.11037
5.4774,0.00543,0.00282,-0.09438
5.4824,0.00333,0.00069,-0.06456
5.4858,-0.00095,0.00815,-0.03366
5.4904,0.00333,0.00069,-0.01875
5.4947,0.00757,-0.00464,-0.00916
5.4991,-0.00095,0.00815,-0.02087
5.5107,-0.00307,0.01347,-0.04005
5.5108,0.00226,0.00708,-0.07628
5.5130,-0.00414,-0.00571,-0.12209
5.5311,0.00226,-0.01317,-0.19666
5.5312,-0.00200,0.00388,-0.25417
5.5350,-0.00839,0.00282,-0.29039
5.5351,-0.00627,-0.00464,-0.31064
5.5351,0.00543,-0.01103,-0.31915
5.5388,0.00970,-0.00464,-0.31915
5.5438,-0.00732,-0.00145,-0.31383
5.5491,-0.00095,-0.00677,-0.30318
5.5514,0.00119,0.00282,-0.23819
5.5578,0.01076,-0.00038,-0.15617
5.5600,-0.00520,-0.01422,-0.11781
5.5642,0.00333,-0.00038,-0.08372
5.5690,-0.01266,-0.00357,-0.07840
5.5730,-0.00520,-0.00038,-0.07628
5.5776,-0.00200,0.00175,-0.05496
5.5817,0.00333,-0.00890,-0.02194
5.5864,0.00438,-0.01210,0.01746
5.5922,0.00650,0.01241,0.04196
5.5956,0.00119,0.00920,0.09521
5.6001,0.00438,-0.00890,0.16872
5.6044,0.00333,-0.00996,0.21452
5.6088,0.00650,-0.00250,0.25607
5.6141,0.00226,-0.01849,0.24010
5.6179,-0.00414,-0.01955,0.21027
5.6221,0.00543,-0.01103,0.16553
5.6263,0.00119,-0.00890,0.14528
5.6338,-0.00200,-0.01103,0.15700
5.6374,-0.00520,-0.00784,0.15913
5.6411,0.00438,-0.00784,0.14742
5.6443,-0.00520,0.00282,0.15274
5.6584,-0.00200,-0.00357,0.15274
5.6584,-0.01160,-0.00250,0.14528
5.6584,-0.00095,-0.00038,0.14316
5.6621,-0.00200,-0.00890,0.13995
